Tweet,Suicide,Contains_Special_Characters,Length,Stopword_Proportion
You hear this ? Together we could start some sort of terrible business that pays nothing and sucks our wiâ¦ https://t.co/0cD2tTVEag,Potential Suicide post,True,21,0.38095238095238093
"RT : If you find someone that makes you happy, enjoy it... life is not fair nor give many opportunities... https://t.co/dCBwDeQVH8",Not Suicide post,True,21,0.3333333333333333
" debbs, PW is up on MSE! Congrats!",Not Suicide post,True,7,0.42857142857142855
",,My sister ruined the night before it even started I dont even want to be here anymore",Potential Suicide post,True,17,0.4117647058823529
"RT : I quit, I keep grinding but still fucking suck. I no life something and I still fucking suck. Iâm never gonna get into  ¦",Potential Suicide post,True,26,0.3076923076923077
i cant take this anymore might as well end this sorry as life,Potential Suicide post,False,13,0.38461538461538464
I wanna kill myself like not literally but mentally and emotionally,Potential Suicide post,False,11,0.45454545454545453
",co '19 ð¬ð¹,i dont want to be here anymore i done ruined a good thing https://t.co/Bql3YIlI1L",Potential Suicide post,True,16,0.3125
"trying out Spaz for Twitter posts. love my DestroyTwitter, but it's easier to read Spaz!",Not Suicide post,True,15,0.4
We wouldn't want them to think we were doing anything immoral.,Not Suicide post,True,11,0.6363636363636364
A tweet tweet here and a tweet tweet there! Goodniiiight!!,Not Suicide post,True,10,0.4
",,Just checked out that Homerun Derby EP, it SLAPS  https://t.co/lrHB1FDz6t",Potential Suicide post,True,10,0.3
 obey the last fm algorithm. maybe it would turn out you really do like scooter if you gave him a chance,Not Suicide post,True,21,0.42857142857142855
 Haha I wish I was. Iâm tired of living here. I wanna go down south,Potential Suicide post,True,15,0.3333333333333333
 So true- nothing induces madness like trying to figure out why ppl do what they do Hope today with yr little one is wonderful x,Not Suicide post,True,25,0.4
but HA! Internet Explorer is being nice to me Mozilla Firefox is mean.,Not Suicide post,True,13,0.46153846153846156
Tired of kickin you bitches out the house ð bout ready to go to sleep and wake up to the same ting forever.,Potential Suicide post,True,23,0.4782608695652174
RT : ive said it before and ill say it again...waluigi sucks...he sounds and looks funny and thats it...theres nothing else tâ¦,Potential Suicide post,True,22,0.2727272727272727
"RT : A year after the devastating earthquake in this city, this young mother says she &amp; her family still don't have shelterâ¦",Potential Suicide post,True,23,0.43478260869565216
 heh heh dirty is always good gurl! I like how you think,Not Suicide post,True,12,0.3333333333333333
gettin off the internet... gonna finish my hair,Not Suicide post,True,8,0.375
after failing once this is how i feel i wish that suicide was funded by the government i wish guns for suicide would be like condoms given to teens so if they are going to do it they do it right i wish euthansia was legal i wish that i wouldnt have to fear buying poison or a gun off the black market because if i get caught my life would get worse ,Potential Suicide post,False,73,0.547945205479452
Morning! I have slacked for two days in twittering! But here I am again. Just finished a good run Ready to start a new day.,Not Suicide post,True,25,0.48
i am looking for someone to talk to all i want to do is die ,Potential Suicide post,False,15,0.6666666666666666
"I donât hate the player I hate the game, Jess Glynne is probably an awesome person but I will kill myself or someonâ¦ https://t.co/kIkyGgqYus",Potential Suicide post,True,24,0.4583333333333333
I am loving what I just read about #VR. Love it!,Not Suicide post,True,11,0.5454545454545454
"Just watched Chuck, going out with Mel soon",Not Suicide post,True,8,0.375
 oh! thank you!! I'm just glad to not be shutting stuff across the street anymore.. it's a little slower w/ the unpacking tho!,Not Suicide post,True,23,0.34782608695652173
" Same to you, Sue!",Not Suicide post,True,4,0.5
",England,Yeah no i dont want to be here anymore it hurts too much and im struggling too much",Potential Suicide post,True,18,0.5
" I want to read P. D. James's THE CHILDREN OF MEN, though - interesting premise. Yay for futuristics!",Not Suicide post,True,18,0.2777777777777778
i am worried i might lose it tomorrow i cant really tell anyone for fear of worrying them i will be one year and eleven months clean and sober tomorrow i am going to be off my methadone maintenance program in two weeks i am going to walk home from the court pack all my things and clean my apartment and say my goodbyes its just too much i am really hoping it doesnt come to that i hope so fucking much i dont want to kill myself i dont want to do that to anyone i am not strong enough to start over again my chest feels like its going to explode with anxiety i feel like i am going to break down crying in front of the judge tomorrow practically pleading for my life ,Potential Suicide post,False,136,0.5073529411764706
Realizing that I will not get a surprise certified letter stating that I am the sole heir of a wealthy family's inhâ¦ https://t.co/5DzyWg70Tu,Not Suicide post,True,23,0.4782608695652174
 What about Blur - Song #2 ???,Not Suicide post,True,7,0.2857142857142857
 morning,Not Suicide post,False,1,0.0
tired of waking up. tired of wanting to die. tired of everything.,Potential Suicide post,True,12,0.3333333333333333
me: *sees a car crash* i wonder how they crashed,Potential Suicide post,True,10,0.4
i just want to sleep so much has gone wrong in these 20 years and its still getting worse i can not change most of what is going on around me but it will invariably affect me i dont want to give it the chance so if i go and sleep and dont wake up i wont have to deal with it,Potential Suicide post,False,62,0.5967741935483871
" i'm always cheerful when it's sunny at ATL, means I'll get the heck away on time",Not Suicide post,True,16,0.3125
Just booked  and I in for 4D baby scan tomorrow - very exciting - can't wait to see our little girl,Not Suicide post,True,21,0.38095238095238093
Liter spent so much money tonight and literally one of the worst nights in a looo g time literally about to straighâ¦ https://t.co/XEgK1zt0Xs,Potential Suicide post,True,23,0.34782608695652173
RT :  Girl I wanna look this good when I'm pregnant lol. Congratulations beautiful! I hope it's a girl so she can be like u,Not Suicide post,True,25,0.4
"  I'm a size 5, but I have to wear orthotics in my footwear if I'm attempting to walk so I can get away with a 6",Not Suicide post,True,26,0.5384615384615384
now my heart wants to die too i ve been struggling with depression trauma and suicidal thoughts for years but honestly things havent been as painful as they are now i am here sitting alone and alienated confused depressed miserable helpless and alone and honestly at this point i just hate life,Potential Suicide post,False,52,0.5192307692307693
 Wasn't the Miami valley already frozen? It's WINTER!,Not Suicide post,True,8,0.375
" Iâm actually tired of this!!! Itâs like living in a home where the troubled, deceitful child always wiâ¦ https://t.co/qsFqOPfqJP",Potential Suicide post,True,19,0.2631578947368421
RT : I donât want them to come for my account. Literally the only thing keeping me through the miserable existence that isâ¦,Potential Suicide post,True,23,0.4782608695652174
 He is good! He's down in Florida for MTS. He graduates in late April...He really happy about this,Not Suicide post,True,18,0.5
" i've been at school since yesterday ! GOOD MORNING DEMI LOVATO , im a fan from canada !",Not Suicide post,True,18,0.2222222222222222
We were approved for a cute townhome so much closer to work! I'm so excited!,Not Suicide post,True,15,0.4666666666666667
"RT :  I`m sick and tired of listening to  saying,""First and foremost ,we`re all here to work for Câ¦",Potential Suicide post,True,19,0.42105263157894735
"This is correct. I, for one, absolutely do not want to live in a country with these fucking chuds. And I believe 25â¦ https://t.co/968xex7emJ",Potential Suicide post,True,24,0.5
I wish I still had my Simpsons shower radio.,Not Suicide post,True,9,0.4444444444444444
I love everyone else while I hate myself,Potential Suicide post,False,8,0.5
Tired of living like this,Potential Suicide post,False,5,0.4
 dude i am SO jealous! goin to buy some on thurs,Not Suicide post,True,11,0.5454545454545454
 WELCOME TWEET&lt;3 LETS GET THIS!!!!!!!!!!!!,Not Suicide post,True,5,0.0
  Thatâs not how it works and if you truly believe this then I feel sorry for you. We doâ¦ https://t.co/PIki5M0cHk,Potential Suicide post,True,20,0.55
" Happy Birthday, eat something good",Not Suicide post,True,5,0.0
 ...it will only get worse come winter. The Chai at the Goldfish Bowl is the best out!,Not Suicide post,True,17,0.4117647058823529
RT : I love to see Palestinians dancing and having fun. Good &amp;positive stories deserve to go viral as well.,Not Suicide post,True,20,0.3
https://t.co/6MPqRunPeX https://t.co/6MPqRunPeX,Potential Suicide post,True,2,0.0
"Ever feel like everyone's better off without you, because me fucking too. https://t.co/TcS3ZzrZoj",Potential Suicide post,True,13,0.23076923076923078
" nope, ahm.. preps for props",Not Suicide post,True,5,0.2
 recorded what?,Not Suicide post,True,2,0.0
 what about twittering your task ,Not Suicide post,False,5,0.6
--&gt;  in June (28) in Portugal!! I don't know... should I go? Or is just another catching song?!?,Not Suicide post,True,18,0.5
i want to be a painter,Not Suicide post,False,6,0.6666666666666666
"My Cowley Road E.P. has been re-released on itunes! If you don't have it, get it!",Not Suicide post,True,16,0.5
HOW DID I JUST GIVE UP ON SLEEPING IM NOT EVEN TRYING ANYMORE I HATE MYSELF DAMN,Potential Suicide post,False,17,0.5294117647058824
 how's it cooking? looking forward to having a taste later.,Not Suicide post,True,10,0.4
"200 words over with still more to write, lame. burritos for tea",Not Suicide post,True,12,0.4166666666666667
phone againn,Not Suicide post,False,2,0.0
"RT : On This Day - November 12th 1976. Queen release single, Somebody to Love.",Potential Suicide post,True,15,0.2
Its fucking cold ð© i hate working at 4 Am tf did i sign up for ð­why did i do this to myself damn it,Potential Suicide post,True,25,0.6
